id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1305188465181519872,1305188465181519872,1600016153000,2020-09-13,22:25:53,+0530,1256964313748770816,rakesht49025534,Rakesh Tripathy,,"It's almost a year back, on our 15th wedding anniversary we both, took the responsibility of the studies of Savitri.  Happy to announce that she has secured 69%  in +2 Arts. We are now planning to put her in higher education as per her interest. Proud of you Savitri.  pic.twitter.com/nry4Y0UiVV",en,[],[],['https://pbs.twimg.com/media/Ehz1_dcUMAEG7En.jpg'],0,0,0,[],[],https://twitter.com/RakeshT49025534/status/1305188465181519872,False,,0,,,,,,,"[{'user_id': '1256964313748770816', 'username': 'RakeshT49025534'}]",,,,
1294943952274165760,1294943952274165760,1597573671000,2020-08-16,15:57:51,+0530,1052968271102795776,gamesreddeer,RedDeerGames,,"Waiting for #FallGuys on Nintendo?
Try now joy of @ClumsyRush
👉 https://www.nintendo.com/games/detail/clumsy-rush-switch/ …👈🏁🍩 Cosy party game!
❤️💚💛💜 #FallGuysGame #Nintendo #NintendoSwitch pic.twitter.com/kR5k2hewjc",en,['clumsyrush'],['https://www.nintendo.com/games/detail/clumsy-rush-switch/'],[],2,5,59,"['#fallguys', '#fallguysgame', '#nintendo', '#nintendoswitch']",[],https://twitter.com/GamesRedDeer/status/1294943952274165760,False,,1,,,,,,,"[{'user_id': '1052968271102795776', 'username': 'GamesRedDeer'}, {'user_id': '1199343601878044673', 'username': 'ClumsyRush'}]",,,,
1305187744784687104,1305014467261091841,1600015982000,2020-09-13,22:23:02,+0530,825120670488989696,doctorafcg,Dr. FCG,,"Yes, I'm familiar with the national studies, though my understanding is that the rates of infection and mortality for Latinx is as high or higher than for African Americans. Is that not consistent with the data you've seen?",en,['bluefiddleguy'],[],[],0,0,0,[],[],https://twitter.com/doctorafcg/status/1305187744784687104,False,,0,,,,,,,"[{'user_id': '825120670488989696', 'username': 'doctorafcg'}, {'user_id': '19114150', 'username': 'bluefiddleguy'}]",,,,
1305184407481978880,1279973073811197952,1600015186000,2020-09-13,22:09:46,+0530,955925072375701504,chaunceygardner,"Charles A. Gardner, PhD",,"Ex-smokers have much higher #COVID19 risk.

Current smokers do not (most studies show lower risk).

And what are health officials saying?  Quit smoking to protect yourself against COVID-19.

Smokers should quit to reduce risk of cancer, heart and lung disease.  Not COVID-19.",en,['phil_w888'],[],[],0,0,1,['#covid19'],[],https://twitter.com/ChaunceyGardner/status/1305184407481978880,False,,0,,,,,,,"[{'user_id': '955925072375701504', 'username': 'ChaunceyGardner'}, {'user_id': '739194785185964033', 'username': 'phil_w888'}]",,,,
1305181882963820545,1304692423948468224,1600014584000,2020-09-13,21:59:44,+0530,926503664209952768,cfs_research,CFS/ME Research,,"There are no replicated studies of this. One study shows lower brainstem perfusion, another shows higher cerebral perfusion. Even meditation changes brain perfusion  https://pubmed.ncbi.nlm.nih.gov/19773673/ ",en,"['squashedhedgi', 'recoverynor', 'profmsharpe', 'prebens']",['https://pubmed.ncbi.nlm.nih.gov/19773673/'],[],0,0,0,[],[],https://twitter.com/cfs_research/status/1305181882963820545,False,,0,,,,,,,"[{'user_id': '926503664209952768', 'username': 'cfs_research'}, {'user_id': '226659026', 'username': 'Squashedhedgi'}, {'user_id': '909688755417739264', 'username': 'RecoveryNor'}, {'user_id': '968878369', 'username': 'profmsharpe'}, {'user_id': '62060746', 'username': 'Prebens'}]",,,,
1305181671499509760,1305181671499509760,1600014534000,2020-09-13,21:58:54,+0530,1156281736667381760,prtgnst_,Hope,,"We're asking for #AcademicFreeze because we can't take this online shit. It affects our mental health. Fck to all those decisions made by the Commission on higher education, we're not a robot. We need to have a healthy mental health to think properly regarding on our studies.",en,[],[],[],0,0,0,['#academicfreeze'],[],https://twitter.com/prtgnst_/status/1305181671499509760,False,,0,,,,,,,"[{'user_id': '1156281736667381760', 'username': 'prtgnst_'}]",,,,
1305178474626179073,1305174145144102913,1600013772000,2020-09-13,21:46:12,+0530,1275341185012416514,queenshitzzzz,𝐫𝐨𝐬𝐞,,yes we have school till 10th grade nd then clg nd for more higher studies it's uni,en,"['fetishforsell', 'forselmg']",[],[],1,0,0,[],[],https://twitter.com/queenshitzzzz/status/1305178474626179073,False,,0,,,,,,,"[{'user_id': '1275341185012416514', 'username': 'queenshitzzzz'}, {'user_id': '1251558283846049792', 'username': 'fetishforsell'}, {'user_id': '1182882645866270720', 'username': 'forselmg'}]",,,,
1305178272343482368,851513700225888257,1600013723000,2020-09-13,21:45:23,+0530,934847661567561728,lynnleemavakay,Lynnlee Mavakay,,"Then debate and retract all the studies I just sent you in this long thread Kreb, if you feel you somehow have a higher educational authority to the multitude of scientists performing them. I read every single one, multiple times. Trash the games already.

 https://twitter.com/lynnleemavakay/status/1305174967714304002?s=21 …",en,"['krebiozen', 'immunotoxphd', 'mcfunny', 'ianfmusgrave', 'chrisjohnsonmd', 'smcwoof', 'patriotbee78', 'kstateturk', 'death_is_final', 'weaponizedword1', 'thefrankmanmn', 'bglthmnd', 'qtbeauty', 'risettemd', 'drewawerd1', 'jandretta81', 'teddyfreddy11', 'natedoromal', 'chaoticsx2', 'monstercoyliar', 'djrazorgirl', 'katlarue7', 'rosewind2007', 'cappsie', 'truthtwt', 'micrornapro', 'lalaruefrench75', 'doritmi', 'wendyorent', 'frankdelia7', 'kidoctr', 'tinfoilawards', 'jkellyca', 'kfunk937', 'geoffschuler', 'crabb_vicki', 'lg28640297', 'anniecherokee', 'auriazepherine', 'flying_shadowz', 'lightcontrol2', 'takethatdoctors', 'caffeine_sam', 'bluelionblog', 'janeeopie', 'regina1775', 'wakeup89427666', 'takethatcdc', 'meddlinmegs', 'canuckistand']",['https://twitter.com/lynnleemavakay/status/1305174967714304002?s=21'],[],0,0,0,[],[],https://twitter.com/LynnleeMavakay/status/1305178272343482368,False,https://twitter.com/LynnleeMavakay/status/1305174967714304002,0,,,,,,,"[{'user_id': '934847661567561728', 'username': 'LynnleeMavakay'}, {'user_id': '100573645', 'username': 'krebiozen'}, {'user_id': '1117538458485055489', 'username': 'immunotoxPhD'}, {'user_id': '26307708', 'username': 'mcfunny'}, {'user_id': '53609015', 'username': 'ianfmusgrave'}, {'user_id': '154361768', 'username': 'ChrisJohnsonMD'}, {'user_id': '1172266398724366336', 'username': 'SMcwoof'}, {'user_id': '1158100590964162560', 'username': 'PatriotBee78'}, {'user_id': '1240416600', 'username': 'KStateTurk'}, {'user_id': '1272318244062281729', 'username': 'Death_is_final'}, {'user_id': '988990495081795584', 'username': 'weaponizedword1'}, {'user_id': '801143101637226496', 'username': 'TheFrankmanMN'}, {'user_id': '4611508512', 'username': 'BGLTHMND'}, {'user_id': '25922632', 'username': 'qtbeauty'}, {'user_id': '1176568531791597570', 'username': 'RisetteMD'}, {'user_id': '1038097082953940993', 'username': 'drewawerd1'}, {'user_id': '470592068', 'username': 'jandretta81'}, {'user_id': '1094992905414930432', 'username': 'TeddyFreddy11'}, {'user_id': '108054084', 'username': 'natedoromal'}, {'user_id': '967945486605922304', 'username': 'chaoticsx2'}, {'user_id': '623732328', 'username': 'Monstercoyliar'}, {'user_id': '3837719656', 'username': 'djrazorgirl'}, {'user_id': '1106953709735591937', 'username': 'KatLaRue7'}, {'user_id': '827119753537937408', 'username': 'Rosewind2007'}, {'user_id': '116780216', 'username': 'cappsie'}, {'user_id': '156425035', 'username': 'TruthTwt'}, {'user_id': '95756080', 'username': 'microRNApro'}, {'user_id': '73928056', 'username': 'LaLaRueFrench75'}, {'user_id': '54886540', 'username': 'doritmi'}, {'user_id': '1581466506', 'username': 'WendyOrent'}, {'user_id': '823054481311014912', 'username': 'FrankDElia7'}, {'user_id': '30974896', 'username': 'kidoctr'}, {'user_id': '862876362289238017', 'username': 'TinFoilAwards'}, {'user_id': '28824488', 'username': 'jkellyca'}, {'user_id': '1632897678', 'username': 'kfunk937'}, {'user_id': '2899929414', 'username': 'GeoffSchuler'}, {'user_id': '1054384752491458560', 'username': 'crabb_vicki'}, {'user_id': '1257411903753617408', 'username': 'LG28640297'}, {'user_id': '728339464288866306', 'username': 'anniecherokee'}, {'user_id': '1176781313526960128', 'username': 'AuriaZepherine'}, {'user_id': '1244902447824461824', 'username': 'Flying_Shadowz'}, {'user_id': '1144388954071998464', 'username': 'LightControl2'}, {'user_id': '701469868856635393', 'username': 'Takethatdoctors'}, {'user_id': '716131954274512897', 'username': 'Caffeine_Sam'}, {'user_id': '2920240065', 'username': 'BlueLionBlog'}, {'user_id': '896439042', 'username': 'JaneEOpie'}, {'user_id': '1550273731', 'username': 'regina1775'}, {'user_id': '1206300160155963392', 'username': 'wakeup89427666'}, {'user_id': '873535798066499586', 'username': 'TakeThatCDC'}, {'user_id': '2917623796', 'username': 'MeddlinMegs'}]",,,,
1305176517853544449,1305083790646079488,1600013305000,2020-09-13,21:38:25,+0530,1289235702320902144,nakulsrikumar,Nakul Srikumar,,IITs are nowhere close to a MIT or CalTech or many other universities abroad.why then are IIT grads so keen to do higher studies abroad?,en,"['tvmohandaspai', 'drashwathcn', 'cmofkarnataka', 'anilhere']",[],[],0,0,0,[],[],https://twitter.com/NakulSrikumar/status/1305176517853544449,False,,0,,,,,,,"[{'user_id': '1289235702320902144', 'username': 'NakulSrikumar'}, {'user_id': '1274690550', 'username': 'TVMohandasPai'}, {'user_id': '2885971046', 'username': 'drashwathcn'}, {'user_id': '2713703797', 'username': 'CMofKarnataka'}, {'user_id': '134424935', 'username': 'Anilhere'}]",,,,
1305175168201797637,1305175168201797637,1600012983000,2020-09-13,21:33:03,+0530,1237634903535050753,mathiaskdouglas,Matt,,"During colonial period, In the name of anthropological studies many 'anthropologists' overtly and covertly converted indigenous people all across the world..destroying their culture. However in India, data shows post independence conversion rate is higher.  https://twitter.com/TIinExile/status/1305166559258664961 …",en,[],['https://twitter.com/TIinExile/status/1305166559258664961'],[],0,1,1,[],[],https://twitter.com/MathiasKDouglas/status/1305175168201797637,False,https://twitter.com/TIinExile/status/1305166559258664961,0,,,,,,,"[{'user_id': '1237634903535050753', 'username': 'MathiasKDouglas'}]",,,,
